index,include,title,abstract,first_author,year,journal,doi,pubmed_id,authors,pubmed_type,publication_types,mesh,webofscience_id,central_id,openalex_id,title_length,title_word_count,title_sentence_count,abstract_length,abstract_word_count,abstract_sentence_count,language_title,language_abstract
618,false,Comparative study of clonidine and lidocaine on the attenuation of the intraocular pressure increase associated with laryngoscopy and endotracheal intubation,To verify and compare the efficacy of clonidine and lidocaine for attenuating the ocular hypertensive response generated by manipulation of the laryngoscope and endotracheal intubation EITIn this prospective double blind study patients undergoing nonocular surgery were divided into groups according to pretreatment protocol A approximately microgramskg clonidine orally min before surgery B mgkg intravenous lidocaine min before EIT and C control group On all patients we recorded intraocular pressure IOP mean arterial pressure and heart rate at the following times basal just before EIT immediately after EIT minutes later and minutes laterThe patients pretreated with clonidine had significantly lower IOP levels than did the control group at all measurements times patients pretreated with lidocaine had lower IOP after induction and after intubation IOP was significantly lower in patients who received lidocaine than in control group patients after EIT although IOP levels with lidocaine were higher than with clonidinePretreatment with oral clonidine is an effective method for preventing increases in IOP after EIT is more effective than pretreatment with lidocaine and should therefore be used for that end Intravenous lidocaine represents a valid alternative in emergency cases when the approximate wait time of hours is contraindicated,Núñez M,1995,Rev Esp Anestesiol Reanim,,8560050,Núñez M; Figueira A; Guerra V; Baños G; Alvarez ML; Rodríguez M,article,D016430: Clinical Trial; D003160: Comparative Study; D004740: English Abstract; D016428: Journal Article; D016449: Randomized Controlled Trial,"D000328: Adult; D000368: Aged; D001794: Blood Pressure; D003000: Clonidine; D004311: Double-Blind Method; D005260: Female; D006339: Heart Rate; D006801: Humans; D007429: Intraocular Pressure; D007442: Intubation, Intratracheal; D007828: Laryngoscopy; D008012: Lidocaine; D008297: Male; D008875: Middle Aged; D009798: Ocular Hypertension; D011229: Preanesthetic Medication; D011446: Prospective Studies; D013565: Sympatholytics; D016896: Treatment Outcome",,,https://openalex.org/W2122171102,160,23,1,1402,227,4,en,en
619,false,Postoperative alphaAdrenergic Stimulation Attenuates Protein Catabolism,The metabolic effects of continuous intravenous IV application of the alpha agonist clonidine were evaluated by assessment of nitrogen economy and postaggression endocrine patterns Twentyfour patients undergoing abdominothoracic esophageal cancer resection were studied Thirteen of these patients with alcohol abuse were treated postoperatively with IV clonidine for prevention of alcohol withdrawal syndrome Eleven patients who were not treated with clonidine served as controls All patients were treated in a standardized manner in regard to surgical technique balanced anesthesia and postoperative intensive care treatment including thoracic epidural analgesia with bupivacaine and fentanyl Isonitrogenous and isocaloric nutrition was comparable in all patients A significantly improved cumulated day nitrogen balance was found in clonidinetreated patients g nitrogen compared to the control group g nitrogen P The main reason for improved nitrogen economy may be clonidineinduced growth hormone GH release The pattern of insulinlike growth factor I IGFI and insulinlike growth factor binding protein IGFBP concentrations could support this hypothesis,Mertes N,1996,Anesth Analg,https://doi.org/10.1097/00000539-199602000-00008,8561324,Mertes N; Goeters C; Kuhmann M; Zander JF,article,"D016430: Clinical Trial; D016428: Journal Article; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't","D000316: Adrenergic alpha-Agonists; D000437: Alcoholism; D001798: Blood Proteins; D003000: Clonidine; D004938: Esophageal Neoplasms; D005934: Glucagon; D005947: Glucose; D006801: Humans; D007262: Infusions, Intravenous; D007328: Insulin; D018972: Insulin-Like Growth Factor Binding Protein 3; D007334: Insulin-Like Growth Factor I; D008875: Middle Aged; D009584: Nitrogen; D010289: Parenteral Nutrition, Total; D011182: Postoperative Care; D011300: Preoperative Care; D011506: Proteins; D013312: Stress, Physiological; D013514: Surgical Procedures, Operative; D014993: Xylitol",,,https://openalex.org/W2015741539,73,6,1,1228,192,9,en,en
620,false,The cognitive and psychomotor effects of opioid drugs in cancer pain management,The time has come to evaluate critically our practice of cancer pain management and the assumptions on which it is based We owe it to our patients to maximize the quality of their lives and to provide evidence for them that is based on a scientific approach rather than anecdotal experience From the information available opioids do have effects on cognitive and psychomotor function and although many of these effects diminish once the patient is on a stable dose the evidence suggests that baseline pretreatment levels are not achieved In addition the relationship between measurable effects and the performance of everyday tasks such as driving is unclear The challenge we now face is to continue the improvements in cancer pain control achieved over the last years The management of the central adverse effects of opioids must be focused on accurate assessment and careful titration of opioids against pain Adjuvant analgesic drugs and nondrug measures should be used whenever possible and drugs should be chosen that will not contribute to existing difficulties The appropriate use of psychostimulants has yet to be established as has the relative benefit of one opioid over another in cancer pain,O'Neill WM,1994,Cancer Surv,,8565000,O'Neill WM,article,D016430: Clinical Trial; D003160: Comparative Study; D016428: Journal Article,"D000328: Adult; D000662: Amphetamines; D000701: Analgesics, Opioid; D002047: Buprenorphine; D000697: Central Nervous System Stimulants; D002908: Chronic Disease; D003042: Cocaine; D003061: Codeine; D003071: Cognition; D011431: Dextropropoxyphene; D018765: Dopamine Uptake Inhibitors; D006801: Humans; D008774: Methylphenidate; D009020: Morphine; D009369: Neoplasms; D010146: Pain; D011597: Psychomotor Performance; D016032: Randomized Controlled Trials as Topic; D011930: Reaction Time; D013844: Thiazoles",,,https://openalex.org/W158527622,80,13,1,1219,208,8,en,en
621,false,Different side effect profiles of risperidone and clozapine in outpatients with schizophrenia or schizoaffective disorder a pilot study,The purpose of this study was to compare the side effect profiles of clozapine and risperidoneThe subjects were outpatients with schizophrenia or schizoaffective disorder who were clinically stable on a regimen of clozapine at the time of screening They underwent a randomizedorder crossover comparison of weeks of risperidone treatment and weeks of clozapine treatment Clinical and neurocognitive variables were assessed by raters blind to medication status and severity of side effects was determined from patients selfreportsSide effect measures but not clinical ratings were significantly different after weeks of treatment with the two drugs Patients required more benztropine for motor effects and complained of more insomnia with risperidone and more sedation with clozapine Body weight was higher at the end of clozapine treatment than at the end of risperidone treatmentIn this exploratory study the side effect profiles of clozapine and risperidone were consistent with the different pharmacodynamic profiles of the two drugs,Daniel DG,1996,Am J Psychiatry,https://doi.org/10.1176/ajp.153.3.417,8610833,Daniel DG; Goldberg TE; Weinberger DR; Kleinman JE; Pickar D; Lubick LJ; Williams TS,article,D016430: Clinical Trial; D003160: Comparative Study; D016428: Journal Article; D016449: Randomized Controlled Trial,"D017109: Akathisia, Drug-Induced; D000553: Ambulatory Care; D003024: Clozapine; D003072: Cognition Disorders; D018592: Cross-Over Studies; D006801: Humans; D009483: Neuropsychological Tests; D010865: Pilot Projects; D011569: Psychiatric Status Rating Scales; D011618: Psychotic Disorders; D018967: Risperidone; D012559: Schizophrenia; D012565: Schizophrenic Psychology; D012890: Sleep; D007319: Sleep Initiation and Maintenance Disorders; D016896: Treatment Outcome",,,https://openalex.org/W1590531348,139,20,1,1060,165,5,en,en
622,false,A Prospective Year Followup Study of AttentionDeficit Hyperactivity and Related Disorders,Previous crosssectional data showed that children and adolescents with attentiondeficit hyperactivity disorder ADHD are at increased risk of comorbid conduct mood and anxiety disorders as well as impairments in cognitive social family and school functioning However longitudinal data were needed to confirm these initial impressionsUsing DSMIIIR structured diagnostic interviews and raters blinded as to diagnosis we reexamined psychiatric diagnoses at and year followups in children with ADHD and controls In addition subjects were evaluated for cognitive achievement social school and family functioningAnalyses of followup findings revealed significant differences between children with ADHD and controls in rates of behavioral mood and anxiety disorders with these disorders increasing markedly from baseline to followup assessments In addition children with ADHD had significantly more impaired cognitive family school and psychosocial functioning than did controls Baseline diagnosis of conduct disorder predicted major depression and bipolar disorder at followup and anxiety disorders at baseline predicted anxiety disorders at followupThese results confirm and extend previous retrospective results indicating that children with ADHD are at high risk of developing a wide range of impairments affecting multiple domains of psychopathology such as cognition interpersonal school and family functioning These findings provide further support for the value of considering psychiatric comorbidity in both clinical assessment and research protocols involving children with ADHD,Biederman J,1996,Arch Gen Psychiatry,https://doi.org/10.1001/archpsyc.1996.01830050073012,8624187,Biederman J; Faraone S; Milberger S; Guite J; Mick E; Chen L; Mennin D; Marrs A; Ouellette C; Moore P; Spencer T; Norman D; Wilens T; Kraus I; Perrin J,article,"D016428: Journal Article; D013487: Research Support, U.S. Gov't, P.H.S.","D000124: Achievement; D000223: Adaptation, Psychological; D000293: Adolescent; D001008: Anxiety Disorders; D001289: Attention Deficit Disorder with Hyperactivity; D002648: Child; D002653: Child Behavior Disorders; D015897: Comorbidity; D003866: Depressive Disorder; D005500: Follow-Up Studies; D006801: Humans; D007360: Intelligence; D008297: Male; D001523: Mental Disorders; D011336: Probability; D011446: Prospective Studies; D011569: Psychiatric Status Rating Scales; D012917: Social Adjustment",,,https://openalex.org/W2167367466,93,11,1,1627,243,6,en,en
623,false,Therapy of alcohol withdrawal syndrome in intensive care unit patients following trauma,To assess the effect of three different alcohol withdrawal therapy regimens in traumatized chronic alcoholic patients with respect to the duration of mechanical ventilation and the frequency of pneumonia and cardiac disorders during their intensive care unit ICU stayA prospective randomized blinded controlled clinical trialA university hospital ICUMultipleinjured alcoholdependent patients n transferred to the ICU after admission to the emergency room and operative management A total of patients were included in the study however patients were excluded from the study after assignmentPatients who developed actual alcohol withdrawal syndrome were randomized to one of the following treatment regimens flunitrazepamclonidine n chlormethiazolehaloperidol n or flunitrazepamhaloperidol n The need for administration of medication was determined using a validated measure of the severity of alcohol withdrawal Revised Clinical Institute Withdrawal Assessment for Alcohol ScaleThe duration of mechanical ventilation and major intercurrent complications such as pneumonia sepsis cardiac disorders bleeding disorders and death were documented Patients did not differ significantly between groups regarding age Revised Trauma and Injury Severity Score and Acute Physiology and Chronic Health Evaluation II score on admission In all except four patients in the flunitrazepamclonidine group who continued to hallucinate the Revised Clinical Institute Withdrawal Assessment for Alcohol Scale decreased to after initiation of therapy ICU stay did not significantly differ between groups p However mechanical ventilation was significantly prolonged in the chlormethiazolehaloperidol group p due to an increased frequency of pneumonia p Cardiac complications were significantly p increased in the flunitrazepamclonidine groupThere was some advantage in the flunitrazepamclonidine regimen with respect to pneumonia and the necessity for mechanical ventilation However four patients had to be excluded from the study due to ongoing hallucinations during therapy Also cardiac complications were increased in this group Thus flunitrazepamhaloperidol should be preferred in patients with cardiac or pulmonary risk Further studies are required to determine which therapy should be considered,Spies CD,1996,Crit Care Med,https://doi.org/10.1097/00003246-199603000-00009,8625628,Spies CD; Dubisz N; Neumann T; Blum S; Müller C; Rommelspacher H; Brummer G; Specht M; Sanft C; Hannemann L; Striebel HW; Schaffartzik W,article,"D016430: Clinical Trial; D016428: Journal Article; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't; D016454: Review","D000328: Adult; D000368: Aged; D000427: Alcohol Deterrents; D003422: Critical Care; D004359: Drug Therapy, Combination; D000431: Ethanol; D005260: Female; D006801: Humans; D008297: Male; D008875: Middle Aged; D009104: Multiple Trauma; D011446: Prospective Studies; D012121: Respiration, Artificial; D013375: Substance Withdrawal Syndrome; D015599: Trauma Severity Indices; D016896: Treatment Outcome",,,https://openalex.org/W2058298351,87,12,1,2399,369,12,en,en
624,false,Differential effect of clozapine on weight a controlled study,This study examined whether clozapine induces more weight gain than haloperidol and whether weight gain is related to clinical improvementThe weight and symptoms of outpatients with schizophrenia who were randomly assigned to doubleblind treatment with either clozapine or haloperidol were assessed The weight and symptoms of of the patients who chose to take clozapine during a year followup after the study ended were also assessedThe patients treated with clozapine gained significantly more weight over baseline than the haloperidoltreated patients Weight gain was not significantly correlated with improvements in either positive or negative symptoms Fiftyeight percent of the patients followed for year gained at least over their baseline weightWeight gain is an important side effect of clozapine and is unrelated to the drugs differential antipsychotic efficacy,Bustillo JR,1996,Am J Psychiatry,https://doi.org/10.1176/ajp.153.6.817,8633697,Bustillo JR; Buchanan RW; Irish D; Breier A,article,"D016430: Clinical Trial; D003160: Comparative Study; D016428: Journal Article; D016449: Randomized Controlled Trial; D013487: Research Support, U.S. Gov't, P.H.S.",D000553: Ambulatory Care; D003024: Clozapine; D004311: Double-Blind Method; D005500: Follow-Up Studies; D006220: Haloperidol; D006801: Humans; D011569: Psychiatric Status Rating Scales; D012559: Schizophrenia; D012565: Schizophrenic Psychology; D016896: Treatment Outcome; D015430: Weight Gain,,,https://openalex.org/W2465558187,62,10,1,905,143,4,en,en
625,false,Prophylaxis of alcohol withdrawal syndrome in alcoholdependent patients admitted to the intensive care unit after tumour resection,Prophylaxis of alcohol withdrawal syndrome AWS in alcoholdependent patients shortens the duration of stay in the intensive care unit ICU The objective of this study was to assess the effect of four different prophylactic regimens on the duration of ICU stay prevention of AWS and rate of major intercurrent complications in alcoholdependent patients admitted to the ICU after tumour resection A total of alcoholdependent patients diagnosed by the Diagnostic and Statistical Manual of Mental Disorders third revised edition with a daily ethanol intake of g were allocated randomly to one of the following regimens which were commenced on admission to the ICU flunitrazepamclonidine chlormethiazolehaloperidol flunitrazepamhaloperidol or ethanol The duration of ICU stay prevention of AWS incidence of tracheobronchitis and major intercurrent complications such as pneumonia sepsis cardiac disorders bleeding disorders and death were documented On admission patients did not differ significantly in age APACHE II and multiple organ failure scores ICU stay incidence of AWS severity of AWS revised clinical institute withdrawal assessment for alcohol scale and major intercurrent complication rate did not differ significantly between groups Although there was no advantage in any of the four regimens with respect to the primary outcome measures pulmonary and cardiac patients were not included in the study Patients in the chlormethiazolehaloperidol group had a significantly increased incidence of tracheobronchitis P probably because of an increased incidence of hypersecretion,Spies CD,1995,Br J Anaesth,https://doi.org/10.1093/bja/75.6.734,8672322,Spies CD; Dubisz N; Funk W; Blum S; Müller C; Rommelspacher H; Brummer G; Specht M; Hannemann L; Striebel HW,article,"D016430: Clinical Trial; D016428: Journal Article; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't","D000316: Adrenergic alpha-Agonists; D000328: Adult; D000368: Aged; D000369: Aged, 80 and over; D002719: Chlormethiazole; D003000: Clonidine; D003422: Critical Care; D004067: Digestive System Neoplasms; D018492: Dopamine Antagonists; D004338: Drug Combinations; D000431: Ethanol; D005260: Female; D005445: Flunitrazepam; D018757: GABA Modulators; D006220: Haloperidol; D006801: Humans; D007902: Length of Stay; D008297: Male; D008875: Middle Aged; D011182: Postoperative Care; D011183: Postoperative Complications; D011446: Prospective Studies; D013375: Substance Withdrawal Syndrome",,,https://openalex.org/W2099472290,131,17,1,1641,267,8,en,en
626,false,Patientenkontrollierte Analgesie mit Clonidin und Piritramid,UNLABELLED Following parenteral administration clonidine has analgesic effects at both cerebral and spinal levels Patientcontrolled analgesia PCA makes it possible to determine equipotent dosages of analgesics by relating analgesic consumption per time to the levels of analgesia obtained in comparable patient populations Therefore we studied the equipotency ratios of clonidine and piritramide and the incidence of undesired side effects in the treatment of postoperative pain in patients undergoing maxillofacial surgery METHODS After approval of the local ethics committee and informed consent patients age year ASA IIII were studied Following randomization the patients each received a PCA device containing either clonidine bolus micrograms or piritramide bolus mg for treatment of postoperative pain lockout interval min in both groups During the postoperative period pain was determined using a visual analogue scale while analgesic consumption sedation haemodynamic parameters respiration rate and the occurrence of undesired side effects were documented additionally RESULTS The groups had comparable distributions of biometric data duration of anaesthesia and ASA classification Pain level decreased significantly P in both groups during the first h of PCA Mean arterial pressure and heart rate were lower P in the clonidine group and h after PCA onset while the degree of sedation after P and P h was higher than in the piritramide group Nausea and vomiting were more frequent P in the piritramide group Both groups showed a wide interpatient variation in analgesic requirement The equipotency ratio clonidinepiritramid was CONCLUSION Intravenous clonidine is a potent analgesic and is suitable or the treatment of postoperative pain following maxillofacial surgery The analgesic potency of micrograms clonidine iv was equivalent to that of mg piritramide iv Nausea and vomiting occurred more rarely in the clonidine group while deeper sedation was observed more frequently than in the piritramide group Owing to the wide interindividual variation of analgesic consumption clonidine dosages have to be adjusted to the actual requirements,Sümpelmann R,1996,Anaesthesist,https://doi.org/10.1007/s001010050245,8678284,Sümpelmann R; Büsing H; Schröder D; Rekersbrink M; Krohn S; Strauss JM,article,D016430: Clinical Trial; D003160: Comparative Study; D004740: English Abstract; D016428: Journal Article; D016449: Randomized Controlled Trial,"D000293: Adolescent; D000328: Adult; D000368: Aged; D016058: Analgesia, Patient-Controlled; D000701: Analgesics, Opioid; D003000: Clonidine; D004305: Dose-Response Relationship, Drug; D005260: Female; D006801: Humans; D008297: Male; D008875: Middle Aged; D010147: Pain Measurement; D010149: Pain, Postoperative; D010892: Pirinitramide; D011446: Prospective Studies; D013565: Sympatholytics",,,https://openalex.org/W2017683582,61,6,1,2296,393,17,de,en
627,false,Spinal clonidine produces less urinary retention than spinal morphine,We have conducted a doubleblind randomized study in two groups of patients each undergoing hip surgery during spinal anaesthesia to compare the incidence of urinary retention after spinal morphine or clonidine Patients received spinal bupivacaine mg combined with either clonidine micrograms or morphine mg After operation patients were examined for micturition bladder distension or both when they failed to void they received naloxone mg and if bladder distension persisted a catheter was inserted At h all patients in the morphine group but only five in the clonidine group had bladder distension and at h this was present in seven and one patient in the morphine and clonidine groups respectively P Naloxone was given in and one and a catheter was placed in one and six patients in the morphine and clonidine groups respectively P We conclude that spinal clonidine impaired bladder function to a lesser extent than morphine,Gentili M,1996,Br J Anaesth,https://doi.org/10.1093/bja/76.6.872,8679366,Gentili M; Bonnet F,article,D016430: Clinical Trial; D003160: Comparative Study; D016428: Journal Article; D016449: Randomized Controlled Trial,"D000328: Adult; D000368: Aged; D000775: Anesthesia, Spinal; D000779: Anesthetics, Local; D002045: Bupivacaine; D003000: Clonidine; D004311: Double-Blind Method; D005260: Female; D006621: Hip Joint; D006801: Humans; D008297: Male; D008875: Middle Aged; D009020: Morphine; D009270: Naloxone; D009292: Narcotic Antagonists; D014546: Urinary Catheterization; D016055: Urinary Retention",,,https://openalex.org/W2168835823,69,9,1,1000,186,5,en,en
628,false,Clozapine Eligibility Among State Hospital Patients,Connecticut State Hospitals entire resident population n was screened on an arbitrary target day to determine eligibility for clozapine Sixty percent of patients with schizophrenia or schizoaffective disorder diagnoses met Food and Drug Administration FDA approved criteria for clozapine use as judged by review of past medication trial records and by the responsible physicians Eightyeight percent of these patients were medically cleared and of those cleared percent agreed to clozapine treatment Of the patients who began a clozapine trial percent were still taking the drug months later Preliminary findings from a randomized trial of clozapine versus usual care n indicate that discharge rates associated with clozapine and usual care do not differ Once discharged however patients assigned to clozapine are less likely to be readmitted Hence clozapine may be more costeffective than usual care However before savings can be realized State governments will have to make upfront investments of approximately million simply to give patients hospitalized on a single day a years access to clozapine,Essock SM,1996,Schizophr Bull,https://doi.org/10.1093/schbul/22.1.15,8685657,Essock SM; Hargreaves WA; Dohm FA; Goethe J; Carver L; Hipshman L,article,"D016430: Clinical Trial; D016428: Journal Article; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't; D013487: Research Support, U.S. Gov't, P.H.S.","D000328: Adult; D014150: Antipsychotic Agents; D003024: Clozapine; D003237: Connecticut; D003362: Cost-Benefit Analysis; D004608: Eligibility Determination; D005260: Female; D006778: Hospitals, Psychiatric; D006783: Hospitals, State; D006801: Humans; D008297: Male; D008875: Middle Aged; D010351: Patient Discharge; D012559: Schizophrenia; D016896: Treatment Outcome; D014481: United States; D014486: United States Food and Drug Administration",,,https://openalex.org/W2014659268,51,6,1,1160,200,8,en,en
629,false,Effect of lazabemide on the progression of disability in early Parkinsons disease,Lazabemide Ro is a relatively shortacting reversible and selective type B monoamine oxidase inhibitor that is not metabolized to amphetamines or other active compounds We previously found lazabemide to be safe and well tolerated at dosages of up to mgday during a week study of patients with early untreated Parkinsons disease PD We now assess whether or not lazabemide influences the progression of disability in untreated PD Patients N were assigned by randomization to one of five treatment groups placebo mg mg mg or mgday and followed systematically for up to year The risk of reaching the primary end point the onset of disability sufficient to require levodopa therapy was reduced by for the patients who received lazabemide compared with placebotreated subjects This effect was consistent among all dosages The frequency of adverse experiences did not differ among the treatment groups At dosages ranging from to mgday lazabemide was well tolerated and delayed the need for levodopa in early otherwise untreated PD The magnitude and pattern of benefits were similar to those observed after year of deprenyl selegiline treatment in the DATATOP clinical trial,,1996,Ann Neurol,https://doi.org/10.1002/ana.410400116,8687199,,article,D016430: Clinical Trial; D003160: Comparative Study; D016428: Journal Article; D016448: Multicenter Study; D016449: Randomized Controlled Trial,"D000368: Aged; D004305: Dose-Response Relationship, Drug; D005260: Female; D006801: Humans; D008297: Male; D008875: Middle Aged; D008996: Monoamine Oxidase Inhibitors; D010300: Parkinson Disease; D010848: Picolinic Acids; D016896: Treatment Outcome",,,https://openalex.org/W2077868413,82,13,1,1253,229,9,en,en
630,false,ICI an Atypical Antipsychotic,ICI is a new potentially atypical antipsychotic In early phase II trials the antipsychotic was well tolerated and results suggested efficacy in the treatment of the positive and negative symptoms of schizophrenia The efficacy and safety of ICI were evaluated on a larger scale in a week multicenter doubleblind trial Hospitalized patients who met DSMIIIR criteria for chronic or subchronic schizophrenia with acute exacerbation as well as other criteria were randomized to ICI to mg daily N or placebo N Patients were assessed weekly by use of the Brief Psychiatric Rating Scale BPRS Scale for the Assessment of Negative Symptoms SANS and Clinical Global Impression Scale CGI for efficacy and the Simpson Scale and Abnormal Involuntary Movement Scale for extrapyramidal side effects EPS Significant differences p or between treatment groups which favored ICI were identified throughout the trial Endpoint differences were significant by analysis of covariance for BPRS factor IV activation and SANS scores and were marginally significant for total BPRS BPRS factor III thought disturbance BPRS positivesymptom cluster and CGI Severity of Illness item scores p and respectively ICI was well tolerated although it was associated with mild transient increases in alanine aminotransferase and a higher incidence of somnolence and anticholinergic effects compared with placebo In the dose range studied treatment with ICI did not induce EPS as determined by analysis of Simpson Scale total scores and lack of treatmentemergent acute dystonic reactions Furthermore ICI did not produce sustained levels of prolactin the mean change from baseline at endpoint microgramsL was comparable p to that for placebo microgramsL These findings distinguish ICI from standard antipsychotics and confirm preclinical predictions that ICI is an atypical antipsychotic,Borison RL,1996,J Clin Psychopharmacol,https://doi.org/10.1097/00004714-199604000-00008,8690831,Borison RL; Arvanitis LA; Miller BG,article,"D016430: Clinical Trial; D016428: Journal Article; D016448: Multicenter Study; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't","D000208: Acute Disease; D000293: Adolescent; D000328: Adult; D014150: Antipsychotic Agents; D003987: Dibenzothiazepines; D004305: Dose-Response Relationship, Drug; D005260: Female; D006801: Humans; D008297: Male; D008875: Middle Aged; D011569: Psychiatric Status Rating Scales; D000069348: Quetiapine Fumarate; D012559: Schizophrenia; D012565: Schizophrenic Psychology; D016896: Treatment Outcome",,,https://openalex.org/W1821730900,38,6,1,2053,365,11,fr,en
631,false,A Day Study of the Efficacy and Side Effects of and Apraclonidine vs Timolol,To compare longterm intraocular pressure IOPlowering efficacy of and apraclonidine hydrochloride with timolol maleateMulticenter randomized doublemasked trial Adult patients of either sex diagnosed as having openangle glaucoma or ocular hypertension were enrolled following appropriate washout from all ocular hypotensive medications Morning IOPs of to mm Hg were required for entry Patients received or apraclonidine times a day or timolol twice a day for days Intraocular pressure was measured at AM before morning dosing and at PM hours after dosing on days and and only at AM on day All medications significantly reduced IOP from baseline at all observation times P apraclonidine reduced IOP more than apraclonidine no significant difference was observed between apraclonidine and timolol hours after dosing on days and and a significant difference P in favour of timolol over apraclonidine was observed hours after dosing on day At all morning visits following evening dosing timolol significantly reduced IOP more than both concentrations of apraclonidineBoth and apraclonidine significantly reduce IOP when used as primary ocular hypotensive medication Although and apraclonidine reduce IOP to a similar degree as timolol hours after morning dosing neither concentration is as effective for reducing morning IOP after evening dosing,Stewart WC,1996,Arch Ophthalmol,https://doi.org/10.1001/archopht.1996.01100140146006,8694728,Stewart WC; Laibovitz R; Horwitz B; Stewart RH; Ritch R; Kottler M,article,"D016430: Clinical Trial; D003160: Comparative Study; D016428: Journal Article; D016448: Multicenter Study; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't","D000287: Administration, Topical; D000316: Adrenergic alpha-Agonists; D000319: Adrenergic beta-Antagonists; D003000: Clonidine; D004311: Double-Blind Method; D005260: Female; D005902: Glaucoma, Open-Angle; D006801: Humans; D007429: Intraocular Pressure; D008297: Male; D008875: Middle Aged; D009798: Ocular Hypertension; D009883: Ophthalmic Solutions; D013999: Timolol",,,https://openalex.org/W1977459700,95,20,1,1532,284,7,en,en
632,false,Effect of oral clonidine premedication on anesthetic requirement hormonal response hemodynamics and recovery in coronary artery bypass graft surgery patients,Study Objective To examine how premedication with clonidine affects opioid use hemodynamic effects hormonal responses and recovery effects Design Doubleblind placebocontrolled study Setting Operating room and surgical intensive care unit of a university medical center Patients patients undergoing elective coronary artery bypass graft CABG surgery Interventions Patients received approximately gkg of oral clonidine or a placebo together with gkg lorazepam minutes prior to titrated sufentanil induction of anesthesia Thirty minutes prior to cardiopulmonary bypass a second dose of either approximately gkg clonidine or placebo was given as a slurry via a nasogastric tube Measurements and Main Results Opioid use hemodynamic effects hormonal responses and recovery effects were recorded Values for ten hemodynamic variables were compiled on the evening prior to surgery prior to induction and during seven additional events and compared Catecholamines and endorphins were measured prior to induction after intubation and after sternotomy The amount of sufentanil used for induction maintenance and total opioid were compared The times to awakening and response to verbal commands were compared The two groups exhibited similar patient demographics cardiopulmonary bypass time and duration of surgery Patients receiving clonidine required significantly p less sufentanil for induction clonidine gkg vs placebo gkg and total amount of sufentanil clonidine gkg vs placebo gkg Patients receiving clonidine required significantly p less isoflurane MAC min vs MAC min to maintain heart rate HR and mean arterial pressure MAP to within of baseline without significant differences in other vasoactive drugs Catecholamine concentrations were significantly p lower in patients receiving domaine without any difference in endorphin concentrations Patients receiving clonidine had significantly p lower HR systolic arterial pressure MAP and systemic vascular resistance prior to induction than patients receiving placebo without differences in other hemodynamic variables Conclusion Clonidine decreases opioid use and lowers hormonal response while maintaining stable hemodynamics in patients undergoing CABG with sufentanil anesthesia,Howie MB,1996,J Clin Anesth,https://doi.org/10.1016/0952-8180(96)00033-5,8695127,Howie MB; Hiestand DC; Jopling MW; Romanelli VA; Kelly WB; McSweeney TD,article,"D016430: Clinical Trial; D016428: Journal Article; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't; D013487: Research Support, U.S. Gov't, P.H.S.",D000316: Adrenergic alpha-Agonists; D000758: Anesthesia; D000762: Anesthesia Recovery Period; D003000: Clonidine; D001026: Coronary Artery Bypass; D004311: Double-Blind Method; D004562: Electrocardiography; D005260: Female; D006439: Hemodynamics; D006728: Hormones; D006801: Humans; D008140: Lorazepam; D008297: Male; D008875: Middle Aged; D011229: Preanesthetic Medication; D017409: Sufentanil,,,https://openalex.org/W1997750823,160,23,1,2427,408,18,en,en
